iteration,suite,latency_ms,latency_ns,ciphertext_size,public_key_size,success,encap_variance,label,anomaly_type
5,ML-KEM-768,0.6236848578977336,623684.8578977337,997,1184,True,0.0,1,ciphertext_tampering
90,ML-KEM-768,0.6412057941906468,641205.7941906468,1088,1184,True,0.0,0,normal
13,ML-KEM-1024,22.88794822779917,22887948.22779917,1568,1568,True,0.0,1,timing_moderate
13,Classical,0.3770117713129947,377011.7713129947,32,32,True,0.0,0,normal
2,ML-KEM-768,0.6215521844922395,621552.1844922395,1041,1184,True,0.0,1,ciphertext_tampering
76,ML-KEM-768,0.551877132288544,551877.132288544,1088,1184,True,0.0,0,normal
89,Classical,0.3641661543640579,364166.15436405793,32,32,True,0.0,0,normal
77,ML-KEM-1024,0.6037223784898256,603722.3784898255,1568,1568,True,0.0,0,normal
87,ML-KEM-1024,0.6224689591027804,622468.9591027804,1568,1568,True,0.0,0,normal
57,ML-KEM-1024,0.5586159444665094,558615.9444665094,1568,1568,True,0.0,0,normal
73,ML-KEM-768,0.5806317452292131,580631.7452292131,1088,1184,True,0.0,0,normal
75,Classical,0.2254522091857325,225452.2091857325,32,32,True,0.0,0,normal
5,ML-KEM-1024,0.5747937375222684,574793.7375222683,1568,1568,False,0.0,1,implicit_rejection
109,ML-KEM-1024,0.5641392626846177,564139.2626846177,1568,1568,True,0.0,0,normal
21,ML-KEM-1024,0.6039484720271894,603948.4720271893,1568,1568,True,0.0,0,normal
77,ML-KEM-768,0.5885671887044853,588567.1887044853,1088,1184,True,0.0,0,normal
63,ML-KEM-768,0.6311700376879997,631170.0376879998,1088,1184,True,0.0,0,normal
36,Classical,0.31676982108381113,316769.8210838111,32,32,True,0.0,0,normal
37,ML-KEM-1024,0.5872146162923672,587214.6162923671,1568,1568,True,0.0,0,normal
8,ML-KEM-768,0.6558424839194851,655842.4839194851,1088,1184,False,0.0,1,implicit_rejection
70,ML-KEM-768,0.5755407794346112,575540.7794346112,1088,1184,True,0.0,0,normal
7,ML-KEM-1024,22.59796507818048,22597965.07818048,1568,1568,True,0.0,1,timing_moderate
109,Classical,0.22724847032423046,227248.47032423047,32,32,True,0.0,0,normal
0,ML-KEM-768,0.6348554006389354,634855.4006389354,1109,1184,True,0.0,1,ciphertext_tampering
67,Classical,0.2643383257506041,264338.3257506041,32,32,True,0.0,0,normal
10,ML-KEM-1024,0.6140098831503628,614009.8831503628,1568,1568,False,0.0,1,implicit_rejection
13,ML-KEM-768,0.5839767132532342,583976.7132532342,1088,1184,False,0.0,1,implicit_rejection
100,Classical,0.2631018902867586,263101.8902867586,32,32,True,0.0,0,normal
1,ML-KEM-1024,0.6054830805806285,605483.0805806285,1575,1568,True,0.0,1,ciphertext_tampering
15,ML-KEM-768,0.5848073638774822,584807.3638774822,1088,1184,True,0.0,0,normal
9,ML-KEM-768,0.6088179246223081,608817.9246223081,1088,1184,False,0.0,1,implicit_rejection
2,ML-KEM-1024,23.238009903815353,23238009.90381535,1568,1568,True,0.0,1,timing_moderate
19,ML-KEM-768,0.5757009986769791,575700.9986769791,1088,1184,True,0.0,0,normal
10,ML-KEM-768,0.6072743119954571,607274.3119954572,1166,1184,True,0.0,1,ciphertext_tampering
86,Classical,0.3827906744952017,382790.67449520173,32,32,True,0.0,0,normal
56,ML-KEM-768,0.6058774442083654,605877.4442083654,1088,1184,True,0.0,0,normal
94,ML-KEM-1024,0.5285214366435097,528521.4366435097,1568,1568,True,0.0,0,normal
106,Classical,0.2937808757456716,293780.87574567157,32,32,True,0.0,0,normal
85,Classical,0.29764410744668696,297644.10744668695,32,32,True,0.0,0,normal
104,ML-KEM-768,0.6433974137682373,643397.4137682373,1088,1184,True,0.0,0,normal
41,ML-KEM-1024,0.6251853972018254,625185.3972018254,1568,1568,True,0.0,0,normal
3,ML-KEM-768,0.5938403377738511,593840.3377738511,1088,1123,True,0.0,1,public_key_tampering
25,ML-KEM-768,0.6078112864719873,607811.2864719874,1088,1184,True,0.0,0,normal
16,ML-KEM-1024,19.93853281559496,19938532.81559496,1568,1568,True,0.0,1,timing_moderate
92,Classical,0.37591194538866196,375911.945388662,32,32,True,0.0,0,normal
24,ML-KEM-1024,0.5829599183605123,582959.9183605124,1568,1568,True,0.0,0,normal
42,ML-KEM-768,0.5840698152542633,584069.8152542632,1088,1184,True,0.0,0,normal
16,Classical,0.24490147765894896,244901.47765894895,32,32,True,0.0,0,normal
64,Classical,0.34623117651789553,346231.17651789554,32,32,True,0.0,0,normal
59,Classical,0.21710214020735055,217102.14020735055,32,32,True,0.0,0,normal
92,ML-KEM-1024,0.5717041370551659,571704.1370551658,1568,1568,True,0.0,0,normal
88,ML-KEM-1024,0.6091173672448015,609117.3672448015,1568,1568,True,0.0,0,normal
88,Classical,0.28964171570209885,289641.71570209885,32,32,True,0.0,0,normal
79,Classical,0.2773980122878829,277398.0122878829,32,32,True,0.0,0,normal
22,ML-KEM-768,0.6280354706158771,628035.4706158771,1088,1184,True,0.0,0,normal
13,ML-KEM-1024,0.6224311245983708,622431.1245983707,1568,1476,True,0.0,1,public_key_tampering
46,ML-KEM-768,0.5872327269249837,587232.7269249838,1088,1184,True,0.0,0,normal
1,ML-KEM-1024,0.6217081061274928,621708.1061274929,1568,1568,True,0.0,0,normal
33,Classical,0.2722255582254387,272225.5582254387,32,32,True,0.0,0,normal
10,ML-KEM-1024,0.6533541475068853,653354.1475068852,1568,1568,True,0.0,0,normal
65,ML-KEM-1024,0.5620999096351774,562099.9096351775,1568,1568,True,0.0,0,normal
39,ML-KEM-1024,0.6147106165410662,614710.6165410662,1568,1568,True,0.0,0,normal
57,ML-KEM-768,0.5953125150196988,595312.5150196989,1088,1184,True,0.0,0,normal
7,ML-KEM-768,0.6134226423942116,613422.6423942116,1088,1223,True,0.0,1,public_key_tampering
8,ML-KEM-1024,0.6096483883250436,609648.3883250436,1568,1568,True,0.0,0,normal
12,ML-KEM-768,0.5606944247882186,560694.4247882186,1132,1184,True,0.0,1,ciphertext_tampering
24,ML-KEM-768,0.5772616773005588,577261.6773005588,1088,1184,True,0.0,0,normal
17,ML-KEM-768,0.5784543326983674,578454.3326983674,1088,1184,True,0.0,0,normal
66,ML-KEM-768,0.6024207361176926,602420.7361176927,1088,1184,True,0.0,0,normal
5,ML-KEM-1024,23.03355954704679,23033559.547046788,1568,1568,True,0.0,1,timing_moderate
86,ML-KEM-768,0.5946099642396024,594609.9642396024,1088,1184,True,0.0,0,normal
31,ML-KEM-768,0.6469314617320845,646931.4617320845,1088,1184,True,0.0,0,normal
84,ML-KEM-768,0.5696045367567809,569604.5367567809,1088,1184,True,0.0,0,normal
97,Classical,0.23438750923874505,234387.50923874506,32,32,True,0.0,0,normal
2,Classical,0.27131976435293687,271319.7643529369,32,32,True,0.0,0,normal
15,Classical,0.2659541240720197,265954.1240720197,32,32,True,0.0,0,normal
101,Classical,0.20377350525976795,203773.50525976796,32,32,True,0.0,0,normal
16,ML-KEM-1024,0.6092252463180337,609225.2463180337,1568,1568,True,0.0,0,normal
94,ML-KEM-768,0.5822039124494983,582203.9124494983,1088,1184,True,0.0,0,normal
14,ML-KEM-768,0.5737232295386506,573723.2295386506,1088,1105,True,0.0,1,public_key_tampering
78,Classical,0.3646316083099982,364631.6083099982,32,32,True,0.0,0,normal
9,ML-KEM-1024,16.838208968170658,16838208.968170658,1568,1568,True,0.0,1,timing_moderate
60,ML-KEM-1024,0.600608809493653,600608.809493653,1568,1568,True,0.0,0,normal
11,ML-KEM-1024,0.601200926264408,601200.926264408,1568,1655,True,0.0,1,public_key_tampering
83,ML-KEM-1024,0.6465780038449652,646578.0038449652,1568,1568,True,0.0,0,normal
0,ML-KEM-1024,0.5700548171729567,570054.8171729567,1588,1568,True,0.0,1,ciphertext_tampering
2,ML-KEM-1024,0.5934591621359449,593459.1621359448,1568,1568,False,0.0,1,implicit_rejection
5,ML-KEM-768,0.5871755011332618,587175.5011332618,1088,1184,True,0.0,0,normal
0,ML-KEM-1024,0.5376781689210307,537678.1689210307,1568,1568,True,0.0,0,normal
45,ML-KEM-768,0.5884056549226895,588405.6549226894,1088,1184,True,0.0,0,normal
16,ML-KEM-768,0.6146130529914441,614613.0529914441,1088,1184,True,0.0,0,normal
8,ML-KEM-1024,0.5848703113461872,584870.3113461871,1568,1623,True,0.0,1,public_key_tampering
110,Classical,0.16436466053679358,164364.66053679358,32,32,True,0.0,0,normal
3,ML-KEM-768,0.5589840487402467,558984.0487402467,1088,1184,True,0.0,0,normal
7,ML-KEM-768,0.5579664657838249,557966.4657838249,1088,1184,False,0.0,1,implicit_rejection
60,ML-KEM-768,0.6296770678192685,629677.0678192684,1088,1184,True,0.0,0,normal
110,ML-KEM-768,0.5440956377372118,544095.6377372118,1088,1184,True,0.0,0,normal
73,Classical,0.28881876911375176,288818.76911375177,32,32,True,0.0,0,normal
13,ML-KEM-1024,0.5628485599124948,562848.5599124948,1637,1568,True,0.0,1,ciphertext_tampering
29,ML-KEM-768,0.5955983574264753,595598.3574264753,1088,1184,True,0.0,0,normal
58,Classical,0.23162808930550485,231628.08930550487,32,32,True,0.0,0,normal
32,ML-KEM-1024,0.6328313297177609,632831.3297177609,1568,1568,True,0.0,0,normal
26,ML-KEM-768,0.5851071458809336,585107.1458809336,1088,1184,True,0.0,0,normal
7,ML-KEM-768,0.5641461953589478,564146.1953589479,1088,1184,True,0.0,0,normal
1,ML-KEM-1024,0.5717161928601607,571716.1928601607,1568,1667,True,0.0,1,public_key_tampering
108,ML-KEM-768,0.6047015336491584,604701.5336491583,1088,1184,True,0.0,0,normal
21,Classical,0.23640049702079918,236400.49702079917,32,32,True,0.0,0,normal
12,ML-KEM-1024,0.6230282300885999,623028.2300885998,1568,1603,True,0.0,1,public_key_tampering
2,ML-KEM-1024,0.6436847145920773,643684.7145920773,1568,1568,True,0.0,0,normal
114,ML-KEM-768,0.5754668370510602,575466.8370510602,1088,1184,True,0.0,0,normal
6,ML-KEM-1024,0.5740508990683023,574050.8990683024,1604,1568,True,0.0,1,ciphertext_tampering
6,ML-KEM-768,0.5731584268857386,573158.4268857386,1101,1184,True,0.0,1,ciphertext_tampering
23,Classical,0.194088614525932,194088.614525932,32,32,True,0.0,0,normal
6,ML-KEM-768,20.793673402807713,20793673.402807713,1088,1184,True,0.0,1,timing_moderate
16,ML-KEM-768,16.10849132955213,16108491.32955213,1088,1184,True,0.0,1,timing_moderate
13,ML-KEM-1024,0.6079034228967389,607903.422896739,1568,1568,False,0.0,1,implicit_rejection
76,ML-KEM-1024,0.58856742472521,588567.42472521,1568,1568,True,0.0,0,normal
3,ML-KEM-1024,19.483499263127715,19483499.263127714,1568,1568,True,0.0,1,timing_moderate
8,ML-KEM-1024,0.6295230434539503,629523.0434539503,1567,1568,True,0.0,1,ciphertext_tampering
25,ML-KEM-1024,0.6457502441696781,645750.2441696781,1568,1568,True,0.0,0,normal
3,ML-KEM-768,0.6165363206699295,616536.3206699295,1088,1184,True,0.0,1,ciphertext_tampering
67,ML-KEM-768,0.6229413085793546,622941.3085793545,1088,1184,True,0.0,0,normal
8,ML-KEM-1024,0.6284421265650351,628442.1265650351,1568,1568,False,0.0,1,implicit_rejection
52,ML-KEM-1024,0.605911756229375,605911.756229375,1568,1568,True,0.0,0,normal
12,ML-KEM-768,23.373463218278335,23373463.218278334,1088,1184,True,0.0,1,timing_moderate
9,ML-KEM-768,0.5860557327509808,586055.7327509808,1064,1184,True,0.0,1,ciphertext_tampering
104,ML-KEM-1024,0.5923966693641879,592396.6693641879,1568,1568,True,0.0,0,normal
109,ML-KEM-768,0.6194705835929948,619470.5835929948,1088,1184,True,0.0,0,normal
106,ML-KEM-1024,0.5916465611731762,591646.5611731762,1568,1568,True,0.0,0,normal
29,ML-KEM-1024,0.6462658497398585,646265.8497398584,1568,1568,True,0.0,0,normal
5,Classical,0.34779532238086475,347795.32238086476,32,32,True,0.0,0,normal
36,ML-KEM-1024,0.6011225310677146,601122.5310677147,1568,1568,True,0.0,0,normal
82,Classical,0.26171726953793173,261717.26953793174,32,32,True,0.0,0,normal
6,Classical,0.3646869167828097,364686.91678280965,32,32,True,0.0,0,normal
83,ML-KEM-768,0.5751457615215173,575145.7615215173,1088,1184,True,0.0,0,normal
14,ML-KEM-768,0.6142937898136914,614293.7898136914,1128,1184,True,0.0,1,ciphertext_tampering
49,ML-KEM-1024,0.5012197594238094,501219.7594238094,1568,1568,True,0.0,0,normal
2,ML-KEM-768,0.610213697965559,610213.697965559,1088,1276,True,0.0,1,public_key_tampering
5,ML-KEM-768,0.5526106711678176,552610.6711678175,1088,1244,True,0.0,1,public_key_tampering
74,ML-KEM-768,0.6413468189491145,641346.8189491145,1088,1184,True,0.0,0,normal
18,Classical,0.1,100000.0,32,32,True,0.0,0,normal
2,ML-KEM-768,0.5697196696659693,569719.6696659693,1088,1184,False,0.0,1,implicit_rejection
10,ML-KEM-1024,19.05449083244212,19054490.83244212,1568,1568,True,0.0,1,timing_moderate
3,ML-KEM-1024,0.6095929123265772,609592.9123265772,1568,1568,True,0.0,0,normal
4,ML-KEM-768,0.5961311596414723,596131.1596414724,1150,1184,True,0.0,1,ciphertext_tampering
54,Classical,0.17929729564079733,179297.29564079733,32,32,True,0.0,0,normal
112,ML-KEM-1024,0.6131919173759097,613191.9173759097,1568,1568,True,0.0,0,normal
5,ML-KEM-768,0.6299271916055285,629927.1916055285,1088,1184,False,0.0,1,implicit_rejection
4,ML-KEM-768,0.6116812892591642,611681.2892591642,1088,1184,False,0.0,1,implicit_rejection
113,ML-KEM-1024,0.5920045916210321,592004.5916210321,1568,1568,True,0.0,0,normal
95,ML-KEM-1024,0.5419972898768542,541997.2898768543,1568,1568,True,0.0,0,normal
19,ML-KEM-768,18.839491613662737,18839491.61366274,1088,1184,True,0.0,1,timing_moderate
29,Classical,0.33217688837426035,332176.88837426034,32,32,True,0.0,0,normal
36,ML-KEM-768,0.6141460821540151,614146.0821540151,1088,1184,True,0.0,0,normal
80,ML-KEM-1024,0.6306962831611487,630696.2831611487,1568,1568,True,0.0,0,normal
23,ML-KEM-1024,0.5657785798611791,565778.5798611791,1568,1568,True,0.0,0,normal
1,ML-KEM-768,18.512109183323535,18512109.183323536,1088,1184,True,0.0,1,timing_moderate
102,ML-KEM-1024,0.6193287563800108,619328.7563800109,1568,1568,True,0.0,0,normal
40,Classical,0.23949245255625576,239492.45255625577,32,32,True,0.0,0,normal
5,ML-KEM-1024,0.5715938914905722,571593.8914905721,1581,1568,True,0.0,1,ciphertext_tampering
59,ML-KEM-768,0.6089275695189619,608927.5695189618,1088,1184,True,0.0,0,normal
111,ML-KEM-768,0.6091610353889568,609161.0353889568,1088,1184,True,0.0,0,normal
115,ML-KEM-1024,0.5663315303385673,566331.5303385673,1568,1568,True,0.0,0,normal
12,Classical,0.35999648255627276,359996.48255627276,32,32,True,0.0,0,normal
6,ML-KEM-768,0.5810533918700416,581053.3918700416,1088,1184,True,0.0,0,normal
13,ML-KEM-768,0.6108285235193017,610828.5235193017,1088,1262,True,0.0,1,public_key_tampering
99,Classical,0.29365134151192895,293651.34151192894,32,32,True,0.0,0,normal
42,ML-KEM-1024,0.53182943204766,531829.43204766,1568,1568,True,0.0,0,normal
34,ML-KEM-1024,0.5654849648979652,565484.9648979652,1568,1568,True,0.0,0,normal
61,ML-KEM-1024,0.6027921937291656,602792.1937291656,1568,1568,True,0.0,0,normal
68,ML-KEM-1024,0.6310618267709204,631061.8267709204,1568,1568,True,0.0,0,normal
10,ML-KEM-768,0.5090515308121475,509051.53081214754,1088,1184,True,0.0,0,normal
17,ML-KEM-768,22.48823124936029,22488231.24936029,1088,1184,True,0.0,1,timing_moderate
103,ML-KEM-768,0.5963517446796067,596351.7446796068,1088,1184,True,0.0,0,normal
81,ML-KEM-768,0.6180857964540529,618085.7964540529,1088,1184,True,0.0,0,normal
38,ML-KEM-768,0.5992086516071091,599208.6516071091,1088,1184,True,0.0,0,normal
69,Classical,0.26699777432752153,266997.7743275215,32,32,True,0.0,0,normal
51,ML-KEM-1024,0.6182914830928832,618291.4830928831,1568,1568,True,0.0,0,normal
14,ML-KEM-1024,0.6148009973480666,614800.9973480665,1568,1478,True,0.0,1,public_key_tampering
48,Classical,0.29862431867933675,298624.31867933675,32,32,True,0.0,0,normal
82,ML-KEM-1024,0.5987668896793085,598766.8896793085,1568,1568,True,0.0,0,normal
52,Classical,0.25200013894604306,252000.13894604304,32,32,True,0.0,0,normal
1,ML-KEM-768,0.5522614860423903,552261.4860423903,1088,1184,False,0.0,1,implicit_rejection
10,ML-KEM-1024,0.6756269271459716,675626.9271459716,1553,1568,True,0.0,1,ciphertext_tampering
78,ML-KEM-1024,0.5934951149162154,593495.1149162154,1568,1568,True,0.0,0,normal
89,ML-KEM-768,0.5670431499709786,567043.1499709786,1088,1184,True,0.0,0,normal
30,ML-KEM-1024,0.5907590181003481,590759.0181003482,1568,1568,True,0.0,0,normal
47,ML-KEM-1024,0.586242853929237,586242.853929237,1568,1568,True,0.0,0,normal
4,ML-KEM-768,23.518023010380894,23518023.010380894,1088,1184,True,0.0,1,timing_moderate
31,ML-KEM-1024,0.6019630918767794,601963.0918767795,1568,1568,True,0.0,0,normal
2,ML-KEM-768,0.6177601593513087,617760.1593513087,1088,1184,True,0.0,0,normal
92,ML-KEM-768,0.5640069277975743,564006.9277975743,1088,1184,True,0.0,0,normal
15,ML-KEM-1024,20.2958848729167,20295884.872916702,1568,1568,True,0.0,1,timing_moderate
69,ML-KEM-768,0.6357376818910072,635737.6818910072,1088,1184,True,0.0,0,normal
42,Classical,0.23384290010079054,233842.90010079055,32,32,True,0.0,0,normal
7,ML-KEM-1024,0.6260009764137066,626000.9764137066,1568,1568,True,0.0,0,normal
5,ML-KEM-768,18.00956398894251,18009563.98894251,1088,1184,True,0.0,1,timing_moderate
96,ML-KEM-768,0.6445282557726537,644528.2557726537,1088,1184,True,0.0,0,normal
27,ML-KEM-1024,0.6076433053680899,607643.3053680898,1568,1568,True,0.0,0,normal
7,Classical,0.3194793471312258,319479.3471312258,32,32,True,0.0,0,normal
14,ML-KEM-768,17.722250394275836,17722250.394275837,1088,1184,True,0.0,1,timing_moderate
12,ML-KEM-1024,16.82822254441093,16828222.54441093,1568,1568,True,0.0,1,timing_moderate
10,ML-KEM-768,23.237747293682247,23237747.293682247,1088,1184,True,0.0,1,timing_moderate
97,ML-KEM-768,0.615099123732094,615099.123732094,1088,1184,True,0.0,0,normal
11,ML-KEM-768,0.6333811143715868,633381.1143715868,1088,1128,True,0.0,1,public_key_tampering
68,ML-KEM-768,0.5562098593407994,556209.8593407994,1088,1184,True,0.0,0,normal
23,ML-KEM-768,0.6134507070366654,613450.7070366654,1088,1184,True,0.0,0,normal
37,ML-KEM-768,0.6027645392193974,602764.5392193975,1088,1184,True,0.0,0,normal
103,Classical,0.3692075276418989,369207.5276418989,32,32,True,0.0,0,normal
28,ML-KEM-1024,0.5907512304104657,590751.2304104657,1568,1568,True,0.0,0,normal
6,ML-KEM-1024,0.6039361556393633,603936.1556393633,1568,1568,True,0.0,0,normal
67,ML-KEM-1024,0.5459758932003163,545975.8932003162,1568,1568,True,0.0,0,normal
86,ML-KEM-1024,0.6334370287010829,633437.0287010829,1568,1568,True,0.0,0,normal
14,Classical,0.3039016566953221,303901.6566953221,32,32,True,0.0,0,normal
114,Classical,0.31602523060884263,316025.2306088426,32,32,True,0.0,0,normal
70,Classical,0.2345045912461385,234504.5912461385,32,32,True,0.0,0,normal
104,Classical,0.2837595313693036,283759.5313693036,32,32,True,0.0,0,normal
55,Classical,0.25711113680658465,257111.13680658466,32,32,True,0.0,0,normal
11,ML-KEM-1024,17.154844707038844,17154844.707038846,1568,1568,True,0.0,1,timing_moderate
39,Classical,0.2975398363086659,297539.83630866586,32,32,True,0.0,0,normal
9,ML-KEM-1024,0.5698561344413309,569856.1344413309,1568,1568,True,0.0,0,normal
57,Classical,0.27275188353827606,272751.8835382761,32,32,True,0.0,0,normal
107,ML-KEM-1024,0.6015135494365186,601513.5494365186,1568,1568,True,0.0,0,normal
13,ML-KEM-768,0.5554495220062292,555449.5220062293,1120,1184,True,0.0,1,ciphertext_tampering
103,ML-KEM-1024,0.5445500828313805,544550.0828313805,1568,1568,True,0.0,0,normal
13,ML-KEM-1024,0.6607773540561742,660777.3540561742,1568,1568,True,0.0,0,normal
0,ML-KEM-768,0.5914902182327254,591490.2182327254,1088,1155,True,0.0,1,public_key_tampering
0,ML-KEM-768,0.5970268365026786,597026.8365026786,1088,1184,False,0.0,1,implicit_rejection
2,ML-KEM-1024,0.5876866236564718,587686.6236564718,1502,1568,True,0.0,1,ciphertext_tampering
13,ML-KEM-768,21.252853455634828,21252853.45563483,1088,1184,True,0.0,1,timing_moderate
46,Classical,0.2433534271917256,243353.42719172558,32,32,True,0.0,0,normal
108,Classical,0.24122324639190426,241223.24639190425,32,32,True,0.0,0,normal
49,Classical,0.3214437178216655,321443.71782166546,32,32,True,0.0,0,normal
3,ML-KEM-768,22.17606212509898,22176062.12509898,1088,1184,True,0.0,1,timing_moderate
0,ML-KEM-1024,20.201177456524935,20201177.456524935,1568,1568,True,0.0,1,timing_moderate
112,ML-KEM-768,0.5423912061312307,542391.2061312307,1088,1184,True,0.0,0,normal
63,ML-KEM-1024,0.53249418671952,532494.18671952,1568,1568,True,0.0,0,normal
62,Classical,0.25905007065694796,259050.07065694794,32,32,True,0.0,0,normal
93,Classical,0.3570247281092177,357024.7281092177,32,32,True,0.0,0,normal
84,Classical,0.260912543731118,260912.543731118,32,32,True,0.0,0,normal
11,ML-KEM-768,0.6703645206309841,670364.5206309841,1088,1184,False,0.0,1,implicit_rejection
1,ML-KEM-1024,23.751478058098034,23751478.058098033,1568,1568,True,0.0,1,timing_moderate
1,Classical,0.17301699953819794,173016.99953819794,32,32,True,0.0,0,normal
66,Classical,0.28908659029817513,289086.5902981751,32,32,True,0.0,0,normal
48,ML-KEM-1024,0.6002938928871359,600293.8928871359,1568,1568,True,0.0,0,normal
20,ML-KEM-1024,0.6231294468050396,623129.4468050395,1568,1568,True,0.0,0,normal
81,ML-KEM-1024,0.5669382404911101,566938.2404911101,1568,1568,True,0.0,0,normal
26,Classical,0.30639696381890097,306396.963818901,32,32,True,0.0,0,normal
0,Classical,0.25724457316425703,257244.57316425702,32,32,True,0.0,0,normal
115,ML-KEM-768,0.6155562099999528,615556.2099999527,1088,1184,True,0.0,0,normal
4,ML-KEM-1024,0.6149695505617845,614969.5505617845,1568,1568,True,0.0,0,normal
102,Classical,0.2260491251743359,226049.1251743359,32,32,True,0.0,0,normal
108,ML-KEM-1024,0.6030299755232958,603029.9755232958,1568,1568,True,0.0,0,normal
18,ML-KEM-1024,17.001440911929905,17001440.911929905,1568,1568,True,0.0,1,timing_moderate
91,Classical,0.26978241586971896,269782.41586971894,32,32,True,0.0,0,normal
11,ML-KEM-1024,0.5722150572343799,572215.0572343799,1568,1568,True,0.0,0,normal
53,Classical,0.3182151717324211,318215.1717324211,32,32,True,0.0,0,normal
7,ML-KEM-768,0.6297481453865658,629748.1453865657,1179,1184,True,0.0,1,ciphertext_tampering
107,ML-KEM-768,0.5848990344051056,584899.0344051056,1088,1184,True,0.0,0,normal
7,ML-KEM-768,20.640203523885443,20640203.523885444,1088,1184,True,0.0,1,timing_moderate
80,Classical,0.4065038264550611,406503.8264550611,32,32,True,0.0,0,normal
17,ML-KEM-1024,0.5802517314140107,580251.7314140106,1568,1568,True,0.0,0,normal
